index,ingredient_name,traits,tags,substitutes,substitutes2,대분류,중분류,synonyms,속성수,언급량
415,두드럭고둥,"쫄깃함, 해산물향, 감칠맛, 풍미강함","고단백, 저지방, 보양","고둥, 다슬기, 골뱅이",,재료,해산물,,0,
418,개볼락,"담백함, 탱글함, 흰살생선, 감칠맛","고단백, 저지방, 보양","도미, 우럭, 농어",,재료,해산물,,0,
419,장어베도라치,"기름짐, 부드러움, 풍미강함, 연체질감","고단백, 보양, 오메가3","장어, 곰장어, 붕장어",,재료,해산물,,0,
420,재첩,"감칠맛, 쫄깃함, 해산물향, 미세조개질감","고단백, 장건강, 저지방","바지락, 백합, 꼬막",,재료,해산물,,0,
426,무항생제가슴살,"부드러움, 담백함, 지방少, 건조성","고단백, 저지방, 다이어터","닭가슴살, 안심, 우둔살",,재료,육류,,0,
428,순무,"아삭함, 단맛, 수분多, 뿌리채소","저칼로리, 소화, 장건강","무, 당근, 콜라비",,재료,야채/채소,,0,
433,관절매물고둥,"쫄깃함, 담백함, 해산물, 탱글함","고단백, 저지방, 보양","골뱅이, 조개살, 다슬기",,재료,해산물,,0,
434,레몬그라스,"향긋함, 허브향, 건조성, 쌉쌀함","항산화, 소화, 디톡스","바질, 민트, 유자껍질",,재료,기타생식재료,,0,
435,포도,"단맛, 과즙多, 부드러움, 껍질질감","항산화, 피로, 면역력","블루베리, 체리, 자두",,재료,과일,,0,
437,훈제향소스,"훈연향, 짠맛, 점성, 농축","풍미강화, 건강","스모크소스, 바비큐소스, 데리야끼",,재료,소스류,,0,
443,양파,"단맛, 아삭함, 수분多, 향긋함","소화, 항산화, 장건강","샬롯, 대파, 적양파",,재료,야채/채소,,0,
445,머스터드드레싱,"매운맛, 유화, 액체, 발색력","소화, 건강, 저지방","홀그레인소스, 와사비드레싱, 유자소스",,재료,소스류,,0,
452,민태,"담백함, 부드러움, 흰살생선, 건조가능","고단백, 저지방, 보양","명태, 동태, 대구",,재료,해산물,,0,
463,문절망둑,"담백함, 탱글함, 부드러움, 연체질감","고단백, 보양, 저지방","숭어, 도다리, 광어",,재료,해산물,,0,
471,기장,"전분질, 고소함, 곡물향, 건조성","고식이섬유, 저지방, 건강","현미, 보리, 조",,재료,곡류/견과류/씨앗류,,0,
476,고등어,"기름짐, 감칠맛, 부드러움, 은색비늘","고단백, 오메가3, 건강","삼치, 방어, 꽁치",,재료,해산물,,0,
477,쌍동가리,"흰살생선, 담백함, 부드러움, 탱글함","고단백, 저지방, 보양","도미, 감성돔, 농어",,재료,해산물,,0,
478,순두부,"부드러움, 응고성, 수분多, 식물성","고단백, 저지방, 비건","연두부, 두부, 템페",,재료,두류,,0,
484,소귀나무 열매,"단맛, 약재향, 과육성, 건조가능","항산화, 피로, 한방","구기자, 오미자, 산수유",,재료,과일,,0,
485,파래,"해조류향, 짭짤함, 건조성, 얇은조직","미네랄, 장건강, 저칼로리","김, 다시마, 갈파래",,재료,해산물,,0,
494,고구마순,"섬유조직, 수분多, 부드러움, 채소질감","고식이섬유, 디톡스, 장건강","우엉, 열무, 고사리",,재료,야채/채소,,0,
496,나도팽나무버섯,"쫄깃함, 담백함, 부드러움, 수분多","저칼로리, 비건, 장건강","느타리버섯, 팽이버섯, 흰목이버섯",,재료,버섯류,,0,
497,노랑느타리버섯,"부드러움, 향긋함, 수분多, 섬유질조직","비건, 저칼로리, 항산화","느타리버섯, 백만송이, 새송이버섯",,재료,버섯류,,0,
501,간장/저염,"짠맛, 액체, 발효성, 농축","저염, 건강, 소화","타마리간장, 진간장, 국간장",,재료,양념/조미료,,0,
504,갈치,"부드러움, 은색비늘, 감칠맛, 기름짐","고단백, 오메가3, 보양","삼치, 고등어, 병어",,재료,해산물,,0,
512,블루베리,"단맛, 새콤함, 과즙, 과피질감","항산화, 눈건강, 면역력","아로니아, 포도, 체리",,재료,과일,,0,
514,소 부산물,"풍미강함, 부드러움, 고기내장, 점성","고단백, 철분, 보양","간, 곱창, 염통",,재료,육류,,0,
517,검은후추,"매운맛, 가루, 발열성, 향신료","항염, 소화, 혈액순환","화이트후추, 고추, 정향",,재료,양념/조미료,,0,
518,고구마떡볶이떡,"쫄깃함, 전분질, 덩어리, 부드러움","고탄수, 에너지, 글루텐프리","찰떡, 감자떡, 쌀떡",,재료,면류/밀가루류,,0,
519,고춧가루,"매운맛, 가루, 발색력, 건조성","항산화, 항염, 소화","청양고추가루, 파프리카분말, 칠리파우더",,재료,양념/조미료,,0,
521,꽃새우,"감칠맛, 해산물향, 바삭함, 소형크기","고단백, 저지방, 건강","건새우, 대하, 바다새우",,재료,해산물,,0,
523,늙은호박,"단맛, 부드러움, 전분질, 수분多","항산화, 피로, 장건강","단호박, 밤호박, 고구마",,재료,야채/채소,,0,
524,달걀흰자,"부드러움, 응고성, 무지방, 무맛","고단백, 저지방, 다이어터","두부, 닭가슴살, 계란찜",,재료,달걀/난류,,0,
525,닭 부산물,"풍미강함, 부드러움, 고기내장, 철분향","고단백, 보양, 철분","간, 닭발, 닭모래집",,재료,육류,,0,
526,코코넛크림,"크리미함, 고소함, 유화, 페이스트","고지방, 비건, 에너지","두유크림, 아몬드크림, 코코넛밀크",,재료,유제품,,0,
528,미역취,"향긋함, 부드러움, 수분多, 나물향","항산화, 장건강, 저칼로리","곰취, 취나물, 방풍나물",,재료,야채/채소,,0,
529,닭발,"쫄깃함, 점성, 고기부위, 풍미강함","콜라겐, 피로, 보양","닭날개, 족발, 우족",,재료,육류,,0,
531,대추야자,"단맛, 끈적임, 건조성, 열매향","에너지, 피로, 소화","무화과, 바나나, 건포도",,재료,과일,,0,
532,독가시치,"감칠맛, 탱글함, 흰살생선, 부드러움","고단백, 보양, 저지방","도미, 농어, 노랑가자미",,재료,해산물,,0,
533,돼지감자,"아삭함, 단맛, 뿌리질감, 수분多","디톡스, 장건강, 건강","연근, 우엉, 마",,재료,야채/채소,,0,
534,두릅,"쌉쌀함, 향긋함, 부드러움, 데침질감","항산화, 소화, 건강","고사리, 취나물, 참나물",,재료,야채/채소,,0,
535,두툽상어,"담백함, 탄탄함, 기름짐, 흰살생선","고단백, 보양, 건강","상어, 청새치, 참치",,재료,해산물,,0,
537,둥근돌김,"짭짤함, 해조류향, 건조성, 얇은조직","미네랄, 저칼로리, 장건강","김, 파래, 청각",,재료,해산물,,0,
538,바질,"향긋함, 허브향, 건조성, 부드러움","항산화, 소화, 면역력","민트, 타임, 오레가노",,재료,기타생식재료,,0,
539,들기름,"고소함, 액체, 유화, 고열안정성","항산화, 콜레스테롤, 건강","참기름, 아마씨유, 카놀라유",,재료,양념/조미료,,0,
540,마파두부소스,"매운맛, 유화, 점성, 농축","소화, 풍미강화, 건강","고추장소스, 고기양념장, 짜장소스",,재료,소스류,,0,
542,모둠햄소시지,"짭짤함, 가공육향, 풍미강함, 유화","고단백, 고지방, 에너지","런천미트, 소시지, 훈제햄",,재료,가공육,,0,
544,무지개송어,"기름짐, 부드러움, 연어식감, 담백함","오메가3, 고단백, 건강","연어, 송어, 참치",,재료,해산물,,0,
546,박력밀가루,"전분질, 가루, 부드러움, 건조성","탄수화물, 에너지","박력쌀가루, 중력밀가루, 쌀가루",,재료,면류/밀가루류,,0,
551,삼,"쌉쌀함, 약재향, 섬유질, 뿌리형태","한방, 피로, 면역력","수삼, 인삼, 황기",,재료,기타생식재료,,0,
553,수삼,"쌉쌀함, 뿌리질감, 부드러움, 향긋함","면역력, 피로, 한방","인삼, 산삼, 삼",,재료,기타생식재료,,0,
555,순채,"아삭함, 수분多, 연한잎, 나물질감","비건, 장건강, 저칼로리","미나리, 돌나물, 방풍나물",,재료,야채/채소,,0,
557,슬라이스햄,"짭짤함, 부드러움, 가공육향, 얇은조직","고단백, 에너지, 가공육","베이컨, 햄, 소시지",,재료,가공육,,0,
560,아몬드버터,"고소함, 페이스트, 끈적임, 풍미강함","고단백, 비건, 에너지","피넛버터, 캐슈버터, 해바라기씨버터",,재료,곡류/견과류/씨앗류,,0,
561,애느타리버섯,"탱글함, 부드러움, 수분多, 섬유조직","저칼로리, 장건강, 비건","느타리버섯, 팽이버섯, 백만송이버섯",,재료,버섯류,,0,
562,양념,"짠맛, 매운맛, 액체, 발효성","풍미강화, 건강, 소화","양념장, 고추장, 간장",,재료,양념/조미료,,0,
563,어름돔,"담백함, 탱글함, 감칠맛, 부드러움","고단백, 저지방, 보양","돔, 농어, 쌍동가리",,재료,해산물,,0,
564,연근조림용,"아삭함, 전분질, 끈적임, 뿌리형태","장건강, 디톡스, 저칼로리","우엉, 연근, 감자",,재료,야채/채소,,0,
565,치즈시즈닝,"짠맛, 분말형, 풍미강함, 유화","고지방, 에너지, 풍미강화","파마산분말, 버터시즈닝, 크림파우더",,재료,양념/조미료,,0,
569,웅어,"담백함, 부드러움, 흰살생선, 감칠맛","고단백, 보양, 저지방","숭어, 광어, 농어",,재료,해산물,,0,
570,유부,"부드러움, 기름짐, 응고성, 유화","고단백, 에너지, 건강","두부, 어묵, 템페",,재료,두류,,0,
571,유채나물,"부드러움, 향긋함, 수분多, 잎채소","비건, 저칼로리, 장건강","시금치, 갓잎, 봄동",,재료,야채/채소,,0,
572,장어,"기름짐, 부드러움, 감칠맛, 풍미강함","고단백, 오메가3, 보양","곰장어, 연어, 붕장어",,재료,해산물,,0,
575,정제염,"짠맛, 결정형, 순수소금, 무향","무염, 건강","자염, 저염소금, 천일염",,재료,양념/조미료,,0,
576,참가자미,"부드러움, 담백함, 얇은살결, 감칠맛","고단백, 저지방, 보양","도미, 도다리, 광어",,재료,해산물,,0,
577,초고추장,"매운맛, 새콤함, 점성, 발효성","소화, 풍미강화, 저지방","고추장, 유자초장, 매실장",,재료,양념/조미료,,0,
578,치즈소시지,"짭짤함, 유화, 풍미강함, 육즙","고단백, 에너지","모둠햄, 소시지, 치즈베이컨",,재료,가공육,,0,
581,코코넛 슈가,"단맛, 가루, 비정제, 캐러멜향","저당, 비건, 혈당조절","알룰로스, 메이플시럽, 흑설탕",,재료,양념/조미료,,0,
583,크림드레싱,"부드러움, 유화, 농축, 액체","고지방, 건강, 소화","마요네즈, 요거트드레싱, 사워크림소스",,재료,소스류,,0,
585,탁자볼락,"감칠맛, 탄탄함, 흰살생선, 부드러움","고단백, 저지방, 보양","볼락, 농어, 우럭",,재료,해산물,,0,
586,흰빵,"부드러움, 전분질, 덩어리, 건조성","탄수화물, 에너지","식빵, 바게트, 호밀빵",,재료,곡류/견과류/씨앗류,식빵,1,
590,프레스햄,"짭짤함, 가공육향, 부드러움, 점성","고단백, 에너지","런천미트, 모둠햄, 슬라이스햄",,재료,가공육,,0,
591,한치,"쫄깃함, 감칠맛, 해산물향, 탱글함","고단백, 저지방, 보양","오징어, 낙지, 갑오징어",,재료,해산물,,0,
592,해바라기유,"액체, 고소함, 고열안정성, 무향","고열량, 건강, 비건","포도씨유, 카놀라유, 콩기름",,재료,양념/조미료,,0,
593,호밀빵,"고소함, 전분질, 덩어리, 건조성","고식이섬유, 건강, 글루텐","통밀빵, 곡물빵, 바게트",,재료,곡류/견과류/씨앗류,,0,
594,네동가리,"부드러움, 담백함, 흰살생선, 감칠맛","고단백, 보양, 저지방","쌍동가리, 도미, 광어",,재료,해산물,,0,
597,도화돔,"부드러움, 감칠맛, 흰살생선, 탱글함","고단백, 보양, 저지방","도미, 농어, 양태",,재료,해산물,,0,
599,삼세기,"기름짐, 부드러움, 해산물풍미, 감칠맛","고단백, 보양, 건강","고등어, 민태, 대구",,재료,해산물,,0,
601,쥬키니,"부드러움, 수분多, 연한채소, 아삭함","저칼로리, 비건, 장건강","애호박, 오이, 가지",,재료,야채/채소,,0,
604,흰다리새우,"탱글함, 담백함, 해산물향, 감칠맛","고단백, 저지방, 보양","대하, 꽃새우, 바다새우",,재료,해산물,,0,
608,건크렌베리,"단맛, 건조성, 끈적임, 과일향","항산화, 에너지, 여성건강","건포도, 건체리, 무화과",,재료,과일,,0,
610,가래떡,"쫄깃함, 전분질, 끈적임, 덩어리","탄수화물, 에너지, 글루텐프리","떡국떡, 백설기, 찹쌀떡",,재료,면류/밀가루류,,0,
614,검복,"담백함, 부드러움, 해산물풍미, 기름짐","고단백, 보양, 건강","복어, 참복, 대구",,재료,해산물,,0,
615,연근,"아삭함, 전분질, 끈적임, 뿌리형태","고식이섬유, 장건강, 디톡스","우엉, 돼지감자, 마",,재료,야채/채소,,0,
617,새우패티,"쫄깃함, 감칠맛, 페이스트, 해산물향","고단백, 저지방, 에너지","게살패티, 오징어패티, 생선패티",,재료,가공육,,0,
618,어린양 부산물,"부드러움, 풍미강함, 고기내장, 기름짐","고단백, 보양, 철분","양간, 양심, 송아지내장",,재료,육류,,0,
626,땅두릅,"향긋함, 쌉쌀함, 데침식감, 줄기형태","항산화, 소화, 건강","두릅, 고사리, 방풍나물",,재료,야채/채소,,0,
628,때죽,"쓴맛, 약재향, 열매형태, 건조성","항산화, 한방, 건강","오미자, 구기자, 황기",,재료,과일,,0,
631,아욱,"부드러움, 끈적임, 수분多, 채소향","저칼로리, 장건강, 소화","열무, 얼갈이, 미역취",,재료,야채/채소,,0,
632,양태,"부드러움, 담백함, 흰살생선, 수분多","고단백, 저지방, 보양","도다리, 가자미, 도미",,재료,해산물,,0,
633,연유,"단맛, 액체, 농축, 유화","고칼로리, 에너지","연유파우더, 크림, 연유시럽",,재료,유제품,,0,
634,완숙토마토,"단맛, 산미, 과즙多, 수분多","항산화, 비건, 장건강","토마토, 방울토마토, 토마토퓨레",,재료,야채/채소,,0,
637,잔멸치,"짭짤함, 건조성, 감칠맛, 작은크기","칼슘, 고단백, 소화","디포리, 다시멸치, 바지락",,재료,해산물,,0,
638,젓갈,"짠맛, 발효성, 페이스트, 감칠맛","소화, 풍미강화, 저지방","멸치젓, 새우젓, 액젓",,재료,해산물,,0,
643,햄,"짭짤함, 유화, 풍미강함, 육즙","고단백, 에너지, 가공육","소시지, 베이컨, 프레스햄",,재료,가공육,,0,
645,황돔,"감칠맛, 부드러움, 흰살생선, 고소함","고단백, 보양, 건강","도미, 광어, 능성어",,재료,해산물,,0,
646,과일스테이크소스,"단맛, 농축, 점성, 발효성","소화, 풍미강화, 건강","발사믹소스, 바베큐소스, 유자소스",,재료,소스류,,0,
647,구아바,"단맛, 향긋함, 과즙多, 섬유질","항산화, 면역력, 소화","키위, 파인애플, 망고",,재료,과일,,0,
648,굴비,"짭짤함, 건조성, 감칠맛, 고소함","고단백, 보양, 에너지","조기, 민어, 참조기",,재료,해산물,,0,
649,매운돼지갈비소스,"매운맛, 농축, 유화, 점성","소화, 풍미강화","갈비양념, 불고기양념, 고추장소스",,재료,소스류,,0,
652,초어,"담백함, 탱글함, 흰살생선, 민물향","고단백, 저지방, 보양","숭어, 메기, 붕어",,재료,해산물,,0,
656,타르타르소스,"크리미함, 새콤함, 유화, 점성","풍미강화, 건강, 소화","마요네즈, 허니머스타드, 사워크림소스",,재료,소스류,,0,
657,팬케이크가루,"단맛, 가루, 전분질, 부드러움","탄수화물, 에너지","핫케이크믹스, 부침가루, 와플믹스",,재료,면류/밀가루류,,0,
662,갓,"향긋함, 아삭함, 수분多, 잎채소","비건, 저칼로리, 장건강","열무, 유채나물, 청경채",,재료,야채/채소,,0,
664,둥굴레,"구수함, 건조성, 뿌리질감, 약재향","항산화, 한방, 피로","황기, 헛개나무, 우엉",,재료,기타생식재료,,0,
665,디포리,"감칠맛, 건조성, 어류향, 은색비늘","고단백, 칼슘, 풍미강화","잔멸치, 다시멸치, 멸치가루",,재료,해산물,,0,
